id,uid,date,attendance,time_valid,date_valid,neutral_site,conference_competition,play_by_play_available,recent,start_date,broadcast,highlights,notes_type,notes_headline,broadcast_market,broadcast_name,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_address_country,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_conference_id,home_score,home_winner,home_current_rank,home_linescores,home_records,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_conference_id,away_score,away_winner,away_current_rank,away_linescores,away_records,game_id,season,season_type,week,status_type_alt_detail,groups_id,groups_name,groups_short_name,groups_is_conference
400610178,s:20~l:23~e:400610178~c:400610178,2015-01-02T02:00Z,74682,True,False,True,False,True,False,2015-01-02T02:00Z,ESPN/ESPN3,[],event,Allstate Sugar Bowl - Semifinal,national,ESPN,35,Semifinal Bowl,3493,Caesars Superdome,New Orleans,LA,USA,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,194,s:20~l:23~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,OSU,ba0c2f,a8adb4,True,3861,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,5,42,True,4,"[{'value': 6.0, 'displayValue': '6', 'period': 1}
 {'value': 14.0, 'displayValue': '14', 'period': 2}
 {'value': 14.0, 'displayValue': '14', 'period': 3}
 {'value': 8.0, 'displayValue': '8', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '13-1'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '6-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '5-0'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '8-0'}]",333,s:20~l:23~t:333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,9e1b32,ffffff,True,3657,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,8,35,False,1,"[{'value': 14.0, 'displayValue': '14', 'period': 1}
 {'value': 7.0, 'displayValue': '7', 'period': 2}
 {'value': 7.0, 'displayValue': '7', 'period': 3}
 {'value': 7.0, 'displayValue': '7', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '12-2'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '7-0'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '3-1'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '7-1'}]",400610178,2014,3,1,,,,,
400610177,s:20~l:23~e:400610177~c:400610177,2015-01-01T22:10Z,91322,True,False,True,False,True,False,2015-01-01T22:10Z,ESPN/ESPN3,[],event,Rose Bowl Game Presented by Northwestern Mutual - CFB Semifinal,national,ESPN,35,Semifinal Bowl,1056,Rose Bowl,Pasadena,CA,USA,False,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,52,s:20~l:23~t:52,Florida State,Seminoles,FSU,Florida State Seminoles,FSU,782f40,ceb888,True,3697,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,1,20,False,3,"[{'value': 3.0, 'displayValue': '3', 'period': 1}
 {'value': 10.0, 'displayValue': '10', 'period': 2}
 {'value': 7.0, 'displayValue': '7', 'period': 3}
 {'value': 0.0, 'displayValue': '0', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '13-1'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '7-0'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '4-0'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '8-0'}]",2483,s:20~l:23~t:2483,Oregon,Ducks,ORE,Oregon Ducks,Oregon,00934b,fff41b,True,3626,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,9,59,True,2,"[{'value': 8.0, 'displayValue': '8', 'period': 1}
 {'value': 10.0, 'displayValue': '10', 'period': 2}
 {'value': 27.0, 'displayValue': '27', 'period': 3}
 {'value': 14.0, 'displayValue': '14', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '13-1'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '6-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '5-0'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '8-1'}]",400610177,2014,3,1,,,,,
400610179,s:20~l:23~e:400610179~c:400610179,2015-01-01T17:30Z,71464,True,False,True,False,True,False,2015-01-01T17:30Z,ESPN/ESPN3,[],event,Goodyear Cotton Bowl Classic,national,ESPN,40,Major Bowl,3687,AT&T Stadium,Arlington,TX,USA,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,239,s:20~l:23~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,154734,ffb81c,True,3724,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,4,41,False,5,"[{'value': 14.0, 'displayValue': '14', 'period': 1}
 {'value': 10.0, 'displayValue': '10', 'period': 2}
 {'value': 17.0, 'displayValue': '17', 'period': 3}
 {'value': 0.0, 'displayValue': '0', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '11-2'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '6-0'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '4-1'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '8-1'}]",127,s:20~l:23~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,173f35,ffffff,True,3936,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,5,42,True,8,"[{'value': 14.0, 'displayValue': '14', 'period': 1}
 {'value': 0.0, 'displayValue': '0', 'period': 2}
 {'value': 7.0, 'displayValue': '7', 'period': 3}
 {'value': 21.0, 'displayValue': '21', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '11-2'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '6-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '4-1'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '7-1'}]",400610179,2014,3,1,,,,,
400610217,s:20~l:23~e:400610217~c:400610217,2015-01-01T18:00Z,48624,True,False,True,False,True,False,2015-01-01T18:00Z,ABC,[],event,BUFFALO WILD WINGS CITRUS BOWL,national,ABC,42,Bowl Game,4013,Camping World Stadium,Orlando,FL,USA,False,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,135,s:20~l:23~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,5e0a2f,fab41c,True,3953,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,5,17,False,25,"[{'value': 7.0, 'displayValue': '7', 'period': 1}
 {'value': 0.0, 'displayValue': '0', 'period': 2}
 {'value': 10.0, 'displayValue': '10', 'period': 3}
 {'value': 0.0, 'displayValue': '0', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '8-5'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '6-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '2-3'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '5-3'}]",142,s:20~l:23~t:142,Missouri,Tigers,MIZ,Missouri Tigers,Missouri,f1b82d,000000,True,3838,https://a.espncdn.com/i/teamlogos/ncaa/500/142.png,8,33,True,16,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 10.0, 'displayValue': '10', 'period': 2}
 {'value': 9.0, 'displayValue': '9', 'period': 3}
 {'value': 14.0, 'displayValue': '14', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '11-3'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '5-2'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '5-0'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '7-1'}]",400610217,2014,3,1,,,,,
400610219,s:20~l:23~e:400610219~c:400610219,2015-01-01T17:00Z,44023,True,False,True,False,True,False,2015-01-01T17:00Z,ESPN2/ESPN3,[],event,OUTBACK BOWL,national,ESPN2,42,Bowl Game,3886,Raymond James Stadium,Tampa,FL,USA,False,0.0,0:00,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,4,275,s:20~l:23~t:275,Wisconsin,Badgers,WIS,Wisconsin Badgers,Wisconsin,a00000,ffffff,True,347,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,5,34,True,18,"[{'value': 7.0, 'displayValue': '7', 'period': 1}
 {'value': 0.0, 'displayValue': '0', 'period': 2}
 {'value': 14.0, 'displayValue': '14', 'period': 3}
 {'value': 10.0, 'displayValue': '10', 'period': 4}
 {'value': 3.0, 'displayValue': '3', 'period': 5}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '11-3'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '7-0'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '3-1'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '7-1'}]",2,s:20~l:23~t:2,Auburn,Tigers,AUB,Auburn Tigers,Auburn,002b5c,f26522,True,3785,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,8,31,False,19,"[{'value': 7.0, 'displayValue': '7', 'period': 1}
 {'value': 7.0, 'displayValue': '7', 'period': 2}
 {'value': 3.0, 'displayValue': '3', 'period': 3}
 {'value': 14.0, 'displayValue': '14', 'period': 4}
 {'value': 0.0, 'displayValue': '0', 'period': 5}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '8-5'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '6-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '2-3'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '4-4'}]",400610219,2014,3,1,OT,,,,
400610218,s:20~l:23~e:400610218~c:400610218,2015-01-02T23:45Z,60517,True,False,True,False,True,False,2015-01-02T23:45Z,ESPN/ESPN3,[],event,VALERO ALAMO BOWL,national,ESPN,42,Bowl Game,3604,Alamodome,San Antonio,TX,USA,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,26,s:20~l:23~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,2774ae,f2a900,True,1056,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,9,40,True,14,"[{'value': 17.0, 'displayValue': '17', 'period': 1}
 {'value': 14.0, 'displayValue': '14', 'period': 2}
 {'value': 3.0, 'displayValue': '3', 'period': 3}
 {'value': 6.0, 'displayValue': '6', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '10-3'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '3-3'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '5-0'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '6-3'}]",2306,s:20~l:23~t:2306,Kansas State,Wildcats,KSU,Kansas State Wildcats,Kansas State,330a57,e2e3e4,True,3636,https://a.espncdn.com/i/teamlogos/ncaa/500/2306.png,4,35,False,11,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 6.0, 'displayValue': '6', 'period': 2}
 {'value': 15.0, 'displayValue': '15', 'period': 3}
 {'value': 14.0, 'displayValue': '14', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '9-4'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '6-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '3-2'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '7-2'}]",400610218,2014,3,1,,,,,
400610213,s:20~l:23~e:400610213~c:400610213,2015-01-02T17:00Z,37888,True,False,True,False,True,False,2015-01-02T17:00Z,ESPN/ESPN3,[],event,LOCKHEED MARTIN ARMED FORCES BOWL,national,ESPN,42,Bowl Game,3616,Amon G. Carter Stadium,Fort Worth,TX,USA,False,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,221,s:20~l:23~t:221,Pittsburgh,Panthers,PITT,Pittsburgh Panthers,Pitt,003594,ffb81c,True,3752,https://a.espncdn.com/i/teamlogos/ncaa/500/221.png,1,34,False,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 17.0, 'displayValue': '17', 'period': 2}
 {'value': 7.0, 'displayValue': '7', 'period': 3}
 {'value': 10.0, 'displayValue': '10', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '6-7'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '3-4'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '3-2'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '4-4'}]",248,s:20~l:23~t:248,Houston,Cougars,HOU,Houston Cougars,Houston,c8102e,ffffff,True,453,https://a.espncdn.com/i/teamlogos/ncaa/500/248.png,151,35,True,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 6.0, 'displayValue': '6', 'period': 2}
 {'value': 0.0, 'displayValue': '0', 'period': 3}
 {'value': 29.0, 'displayValue': '29', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '8-5'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '4-3'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '3-2'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '5-3'}]",400610213,2014,3,1,,,,,
400610224,s:20~l:23~e:400610224~c:400610224,2015-01-02T20:20Z,56310,True,False,True,False,True,False,2015-01-02T20:20Z,ESPN/ESPN3,[],event,TAXSLAYER BOWL,national,ESPN,42,Bowl Game,3712,EverBank Stadium,Jacksonville,FL,USA,False,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,2633,s:20~l:23~t:2633,Tennessee,Volunteers,TENN,Tennessee Volunteers,Tennessee,ff8200,ffffff,True,3853,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,8,45,True,99,"[{'value': 21.0, 'displayValue': '21', 'period': 1}
 {'value': 14.0, 'displayValue': '14', 'period': 2}
 {'value': 7.0, 'displayValue': '7', 'period': 3}
 {'value': 3.0, 'displayValue': '3', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '7-6'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '4-3'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '2-3'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '3-5'}]",2294,s:20~l:23~t:2294,Iowa,Hawkeyes,IOWA,Iowa Hawkeyes,Iowa,231f20,fcd116,True,3793,https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png,5,28,False,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 7.0, 'displayValue': '7', 'period': 2}
 {'value': 0.0, 'displayValue': '0', 'period': 3}
 {'value': 21.0, 'displayValue': '21', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '7-6'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '4-3'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '3-2'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '4-4'}]",400610224,2014,3,1,,,,,
400610227,s:20~l:23~e:400610227~c:400610227,2015-01-03T03:25Z,35409,True,False,True,False,True,False,2015-01-03T03:25Z,ESPN/ESPN3,[],event,TICKETCITY CACTUS BOWL,national,ESPN,42,Bowl Game,3947,Mountain America Stadium,Tempe,AZ,USA,False,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,197,s:20~l:23~t:197,Oklahoma State,Cowboys,OKST,Oklahoma State Cowboys,Oklahoma State,fe5c00,000000,True,3646,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png,4,30,True,99,"[{'value': 14.0, 'displayValue': '14', 'period': 1}
 {'value': 10.0, 'displayValue': '10', 'period': 2}
 {'value': 3.0, 'displayValue': '3', 'period': 3}
 {'value': 3.0, 'displayValue': '3', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '7-6'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '4-2'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '2-3'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '4-5'}]",264,s:20~l:23~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,33006f,e8d3a2,True,3765,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,9,22,False,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 0.0, 'displayValue': '0', 'period': 2}
 {'value': 14.0, 'displayValue': '14', 'period': 3}
 {'value': 8.0, 'displayValue': '8', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '8-6'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '4-3'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '4-2'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '4-5'}]",400610227,2014,3,1,,,,,
400610228,s:20~l:23~e:400610228~c:400610228,2015-01-03T17:00Z,30083,True,False,True,False,True,False,2015-01-03T17:00Z,ESPN,[],event,BIRMINGHAM BOWL,national,ESPN,42,Bowl Game,3803,Legion Field (AL),Birmingham,AL,USA,False,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,57,s:20~l:23~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021a5,fa4616,True,3634,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,8,28,True,99,"[{'value': 7.0, 'displayValue': '7', 'period': 1}
 {'value': 14.0, 'displayValue': '14', 'period': 2}
 {'value': 7.0, 'displayValue': '7', 'period': 3}
 {'value': 0.0, 'displayValue': '0', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '7-5'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '3-3'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '2-2'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '4-4'}]",151,s:20~l:23~t:151,East Carolina,Pirates,ECU,East Carolina Pirates,ECU,582c83,ffc72c,True,3699,https://a.espncdn.com/i/teamlogos/ncaa/500/151.png,151,20,False,99,"[{'value': 7.0, 'displayValue': '7', 'period': 1}
 {'value': 0.0, 'displayValue': '0', 'period': 2}
 {'value': 10.0, 'displayValue': '10', 'period': 3}
 {'value': 3.0, 'displayValue': '3', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '8-5'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '5-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '3-3'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '5-3'}]",400610228,2014,3,1,,,,,
